Symbol,Name,Open,High,Low,Last,Change_per,Volume,Turnover,Date,1D_return_per,3D_return_per,5D_return_per,10D_return_per,1M_return_per,2M_return_per,3M_return_per,6M_return_per,YTD_return_per,52W_Change_Per,1Y High,Liquidity_Tier,52W_Performance,Short_Term_Return,Short_Term_Segment,Long_Term_Return,Long_Term_Segment,Volume_Log,Turnover_Log,Price_Tier,Total_Return_Performance_Trend,cluster,cluster_label
ACIU.US,AC IMMUNE SA,2.4,2.425,2.335,2.4,2.56,213000.0,296000.0,Jun 18,2.56,2.56,6.19,0.0,-13.36,-19.46,-22.33,-18.64,-23.57,21.21,4.0,Moderate,Outperformer,-0.4099999999999998,Stable,-12.558,Moderate Decline,12.269052139516225,12.598118111678868,Low-Priced,Moderate Negative Trend,4,Active Mid-Cap Stocks
ACIW.US,ACI WORLDWIDE INC,44.61,44.99,43.62,44.09,-1.23,1590000.0,18600000.0,Jun 18,-1.23,-1.56,-0.61,4.08,3.01,-2.35,12.7,-8.72,-7.78,-1.54,54.28,Highly Liquid,Neutral,0.738,Stable,-1.5380000000000005,Stable,14.279245203127036,16.73867219244687,Mid-Priced,Moderate Negative Trend,4,Active Mid-Cap Stocks
ACIXF.US,ACARIX AB,0.029,0.029,0.029,0.029,0.0,10000.0,290.0,Jun 18,0.0,0.0,5.45,7.41,23.9,-6.45,0.0,-17.02,-17.02,-17.02,0.0369,Very Less Liquid,Underperformer,7.351999999999999,Moderate Growth,-11.502,Moderate Decline,9.210440366976515,5.673323267171493,Penny Stock,Moderate Negative Trend,0,Dormant Small-Cap Stocks
ACJJF.US,ACOM,2.44,2.44,2.44,2.44,0.0,516.0,1259.04,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,Very Less Liquid,Neutral,0.0,Stable,0.0,Stable,6.248042874508429,7.138898745473375,Low-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
ACKAY.US,ARCELIK A S ADR,11.72,11.72,11.72,11.72,6.16,2.0,23.44,Jun 18,6.16,0.0,-1.43,4.18,-6.46,-10.4,-2.98,-13.19,-13.19,-13.19,13.71,Very Less Liquid,Neutral,0.49,Stable,-10.59,Moderate Decline,1.0986122886681098,3.1962211343033946,Mid-Priced,Moderate Negative Trend,0,Dormant Small-Cap Stocks
ACKDF.US,AUCKLAND INT AIRPORT,5.01,5.01,5.01,5.01,0.0,400.0,2004.0,Jun 18,0.0,-1.38,10.6,0.6,-0.4,1.62,5.92,-4.57,-4.57,-4.57,5.25,Very Less Liquid,Neutral,1.884,Stable,-1.2340000000000002,Stable,5.993961427306569,7.60339933974067,Mid-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
ACKY.US,TIDAL TRUST III,17.72,17.81,17.63,17.8066,0.86,29600.0,488000.0,Jun 18,0.86,-1.69,1.35,-2.05,-6.14,-7.64,-1.07,-9.57,-9.32,-11.72,20.72,Less Liquid,Neutral,-1.534,Stable,-7.864,Stable,10.295563423525277,13.098072734013511,Mid-Priced,Moderate Negative Trend,4,Active Mid-Cap Stocks
ACLC.US,AMERICAN CENTURY,83.92,84.03,83.78,83.9761,1.05,5410.0,426000.0,Jun 18,1.05,-0.46,1.6,-0.54,1.62,4.0,11.9,8.12,7.18,20.64,85.6317,Very Less Liquid,Outperformer,0.6540000000000001,Stable,10.368,Moderate Growth,8.596189197642735,12.962196972666591,High-Priced,Moderate Positive Trend,4,Active Mid-Cap Stocks
ACLO.US,TCW AAA CLO ETF,50.4,50.45,50.3999,50.425,0.09,135000.0,121000.0,Jun 18,0.09,0.03,0.12,0.21,0.05,0.08,0.22,0.45,0.24,0.29,50.95,Moderate,Neutral,0.0999999999999999,Stable,0.256,Stable,11.81303746480054,11.703554089007538,High-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
ACLS.US,AXCELIS TECHNOLOGIES INC,184.12,188.72,183.23,187.53,6.89,689000.0,83000000.0,Jun 18,6.89,-2.12,8.04,15.9,28.2,43.1,119.0,131.0,133.0,180.36,193.78,Liquid,High Flyer,11.382,Strong Growth,121.292,Strong Growth,13.442998001373551,18.234351177809064,High-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
ACM.US,AECOM,69.84,70.355,68.27,68.81,-0.88,3890000.0,194000000.0,Jun 18,-0.88,-1.12,-1.12,-5.32,-3.75,-20.4,-23.67,-29.29,-27.82,-37.67,135.52,Highly Liquid,Underperformer,-2.438,Moderate Decline,-27.770000000000003,Moderate Decline,15.173919972664004,19.083368722182243,High-Priced,Strong Negative Trend,4,Active Mid-Cap Stocks
ACMB.US,AGRO CAPITAL MANAGEMENT,0.0308,0.0308,0.0308,0.0308,7.32,300.0,9.24,Jun 18,7.32,-12.0,-3.75,6.21,28.9,33.4,-41.33,-58.93,-58.93,-58.93,0.1,Very Less Liquid,Crashed,5.336,Moderate Growth,-36.944,Strong Decline,5.707110264748875,2.3263016196113617,Penny Stock,Mixed Trend,0,Dormant Small-Cap Stocks
ACMLF.US,ASCOM HOLDING,4.37,4.37,4.37,4.37,0.0,5000.0,21850.0,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.37,Very Less Liquid,Neutral,0.0,Stable,0.0,Stable,8.517393171418904,9.992001966066868,Low-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
ACMNF.US,ARC MINERALS,0.0099,0.0099,0.0099,0.0099,0.0,300.0,2.97,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,Very Less Liquid,Neutral,0.0,Stable,0.0,Stable,5.707110264748875,1.3787660946990992,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ACMR.US,ACM RESEARCH INC,102.27,110.18,100.06,109.87,14.22,2990000.0,105000000.0,Jun 18,14.2,15.4,19.8,21.8,73.7,121.0,136.0,191.0,179.0,336.17,110.18,Highly Liquid,High Flyer,28.98,Strong Growth,192.634,Strong Growth,14.910784279814974,18.46947091764561,High-Priced,Strong Positive Trend,3,High Momentum Growth Stocks
ACMTA.US,ACMAT,18.29,18.29,18.29,18.29,1.61,100.0,1829.0,Jun 18,1.61,0.0,0.0,1.61,1.61,0.22,-16.86,-29.65,-29.65,-29.65,26.0,Very Less Liquid,Underperformer,0.966,Stable,-21.118,Moderate Decline,4.61512051684126,7.512071245835466,Mid-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
ACN.US,ACCENTURE PLC,126.5,134.7,125.6,127.98,-17.97,41700000.0,4060000000.0,Jun 18,-17.97,-22.61,-23.6,-28.45,-27.92,-34.39,-34.42,-52.59,-52.3,-58.23,307.77,Highly Liquid,Crashed,-24.110000000000003,Strong Decline,-46.386,Strong Decline,17.546011710749845,22.12444881080636,High-Priced,Strong Negative Trend,4,Active Mid-Cap Stocks
ACNB.US,ACNB CORP,56.91,57.48,56.17,57.22,1.87,104000.0,2130000.0,Jun 18,1.87,1.31,0.37,5.71,7.27,11.4,26.3,8.21,18.3,39.19,58.54,Moderate,Outperformer,3.306,Moderate Growth,20.68,Moderate Growth,11.552155793461898,14.571633007169066,High-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
ACNT.US,ASCENT INDUSTRIES CO,13.95,14.005,13.53,13.96,0.87,67100.0,451000.0,Jun 18,0.87,1.31,0.5,2.57,-1.2,-2.79,12.7,-14.3,-13.77,13.5,17.9197,Moderate,Neutral,0.8099999999999999,Stable,-0.932,Stable,11.11395422597838,13.019224835777257,Mid-Priced,Mixed Trend,4,Active Mid-Cap Stocks
ACNV.US,ACCELERA INNOVATIONS,0.0001,0.0001,0.0001,0.0001,0.0,100000.0,10.0,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,Moderate,Neutral,0.0,Stable,0.0,Stable,11.51293546492023,2.3978952727983707,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ACOG.US,ALPHA COGNITION INC,6.72,7.03,6.1174,6.91,3.44,25600.0,133000.0,Jun 18,3.44,15.4,14.4,16.9,20.2,0.29,20.2,36.8,6.31,-22.66,11.54,Less Liquid,Underperformer,14.068,Strong Growth,8.187999999999999,Stable,10.150386692204734,11.798111925972618,Mid-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
ACOLF.US,ADASTRIA,25.16,25.16,25.16,25.16,0.0,1.0,25.16,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.16,Very Less Liquid,Neutral,0.0,Stable,0.0,Stable,0.6931471805599453,3.264231526588998,Mid-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
ACON.US,ACLARION INC,3.21,3.245,3.09,3.12,0.32,228000.0,143000.0,Jun 18,0.32,2.97,-2.8,-11.61,-2.5,-12.11,-6.02,-50.79,-32.17,-57.44,12.03,Moderate,Crashed,-2.724,Moderate Decline,-31.706,Strong Decline,12.337105293891872,11.870606902224589,Low-Priced,Moderate Negative Trend,4,Active Mid-Cap Stocks
ACONW.US,ACLARION,0.029,0.199,0.029,0.0403,38.49,740000.0,80200.0,Jun 18,38.5,37.5,38.0,46.5,2.81,0.75,21.8,-10.04,6.33,19.23,0.2333,Liquid,Outperformer,32.662,Strong Growth,7.614000000000002,Stable,13.51440681653079,11.2922912626048,Penny Stock,Strong Positive Trend,4,Active Mid-Cap Stocks
ACOPF.US,THE A2 MILK,3.65,3.65,3.65,3.65,0.0,200.0,730.0,Jun 18,0.0,0.0,0.0,0.0,-27.0,-33.03,-44.91,-41.13,-41.13,-41.13,6.72,Very Less Liquid,Underperformer,-5.4,Moderate Decline,-40.266,Strong Decline,5.303304908059076,6.594413459749778,Low-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
ACOPY.US,THE A2 MILK ADR,3.85,3.85,3.85,3.85,0.0,161.0,619.85,Jun 18,0.0,-10.15,-4.58,0.52,-14.99,-26.53,-41.8,-42.96,-42.96,-42.96,6.85,Very Less Liquid,Underperformer,-5.840000000000001,Moderate Decline,-39.442,Strong Decline,5.087596335232384,6.431089506862851,Low-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
ACP.US,ABRDN INCOME,5.26,5.31,5.2301,5.27,0.96,472000.0,2290000.0,Jun 18,0.96,-0.38,0.38,0.76,-1.31,-3.13,-0.57,-2.59,-2.59,-10.37,5.99,Liquid,Neutral,0.0819999999999999,Stable,-3.85,Stable,13.064736383209516,14.64406281221155,Mid-Priced,Moderate Negative Trend,4,Active Mid-Cap Stocks
ACPIF.US,ACEN,0.02,0.02,0.02,0.02,0.0,7690.0,153.8,Jun 18,0.0,0.0,0.0,0.0,0.0,-59.76,2.04,2.04,2.04,2.04,0.0497,Very Less Liquid,Neutral,0.0,Stable,-10.32,Moderate Decline,8.947806093057054,5.042133961155627,Penny Stock,Moderate Negative Trend,0,Dormant Small-Cap Stocks
ACPS.US,AC PARTNERS,0.1,0.1,0.1,0.1,0.0,3630.0,363.0,Jun 18,0.0,0.0,0.0,0.0,-65.83,-80.31,-82.31,-82.33,-82.33,-82.33,0.6,Very Less Liquid,Crashed,-13.166,Strong Decline,-81.922,Strong Decline,8.197263371414335,5.8971538676367405,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ACP_A.US,ABRDN INCOME CREDIT STRATEGIES,19.6,19.6,19.545,19.545,-1.29,810.0,8560.0,Jun 18,-1.29,-1.83,-1.88,-1.64,-1.98,-3.0,-4.89,-3.39,-1.14,-5.99,21.81,Very Less Liquid,Neutral,-1.7239999999999998,Stable,-3.682,Stable,6.698268054115413,9.054972284742483,Mid-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
ACQC.US,RELATIVITY ACQUISITION,8.0,8.0,8.0,8.0,-15.79,47.0,376.0,Jun 18,-15.79,-15.79,-15.79,-5.88,-34.75,-34.75,-36.0,-33.33,-33.33,-33.33,16.4,Very Less Liquid,Underperformer,-17.6,Strong Decline,-34.148,Strong Decline,3.871201010907891,5.932245187448011,Mid-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
ACR.US,ACRES COMMERCIAL REALTY CORP,16.63,16.7217,15.66,16.61,0.67,199000.0,2540000.0,Jun 18,0.67,1.34,-7.82,-11.41,-15.38,-18.74,-11.65,-30.91,-22.16,-6.89,24.61,Moderate,Neutral,-6.5200000000000005,Moderate Decline,-18.07,Moderate Decline,12.201065128819632,14.74767503269543,Mid-Priced,Moderate Negative Trend,4,Active Mid-Cap Stocks
ACRE.US,ARES COMMERCIAL REAL ESTATE,4.65,4.66,4.5807,4.62,0.22,485000.0,1950000.0,Jun 18,0.22,-3.75,-6.85,-8.51,-0.43,-14.13,-3.75,-13.64,-3.35,-4.35,5.89,Liquid,Neutral,-3.864,Moderate Decline,-7.844000000000001,Stable,13.091906231773164,14.48334044336031,Low-Priced,Strong Negative Trend,4,Active Mid-Cap Stocks
ACRFF.US,ACCOR,57.35,57.35,57.35,57.35,0.0,51.0,2924.85,Jun 18,0.0,0.0,0.0,11.0,11.0,23.3,27.3,18.2,18.2,18.25,57.35,Very Less Liquid,Outperformer,4.4,Moderate Growth,21.05,Moderate Growth,3.951243718581428,7.98134031574105,High-Priced,Moderate Positive Trend,0,Dormant Small-Cap Stocks
ACRG.US,AMERICAN CLEAN RESOURCES GROUP,4.0,4.0,4.0,4.0,0.0,100.0,400.0,Jun 18,0.0,-50.0,-50.0,-11.11,-33.33,-28.57,-50.06,-50.0,-50.0,-50.0,9.59,Very Less Liquid,Crashed,-28.888,Strong Decline,-45.726,Strong Decline,4.61512051684126,5.993961427306569,Low-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
ACRL.US,ATACAMA RESOURCES INT,0.0022,0.0022,0.002,0.002,-9.09,254000.0,508.0,Jun 18,-9.09,0.0,-13.04,0.0,-13.04,0.0,-13.04,-39.39,-39.39,-39.39,0.004,Liquid,Underperformer,-7.034000000000001,Moderate Decline,-26.242,Moderate Decline,12.445093483000798,6.2324480165505225,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ACRS.US,ACLARIS THERAPEUTICS INC,4.56,4.58,4.365,4.5,1.81,4320000.0,15600000.0,Jun 18,1.81,3.21,2.97,-4.46,2.27,5.88,23.0,46.1,49.5,216.9,5.15,Highly Liquid,High Flyer,1.16,Stable,68.276,Strong Growth,15.278766191701749,16.562781536322326,Low-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
ACRV.US,ACRIVON THERAPEUTICS INC,1.54,1.61,1.51,1.57,3.29,714000.0,988000.0,Jun 18,3.29,3.29,9.03,1.29,-4.85,-15.59,-4.27,-30.53,-34.85,26.61,3.56,Liquid,Outperformer,2.41,Moderate Growth,-11.726000000000004,Moderate Decline,13.478639641880966,13.80343898887524,Low-Priced,Mixed Trend,4,Active Mid-Cap Stocks
ACRXF.US,ACERINOX,18.475,18.475,18.475,18.475,0.0,1500.0,27712.500000000004,Jun 18,0.0,0.0,0.0,0.0,20.0,20.0,55.0,55.0,55.0,54.99,18.475,Very Less Liquid,Outperformer,4.0,Moderate Growth,47.998000000000005,Moderate Growth,7.313886831633462,10.229674938072804,Mid-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
ACR_C.US,ACRES COMMERCIAL REALTY CORP,25.34,25.435,25.33,25.4199,0.24,12600.0,259000.0,Jun 18,0.24,-0.28,0.04,0.59,1.07,2.17,1.52,0.81,0.87,0.49,25.61,Less Liquid,Neutral,0.332,Stable,1.1720000000000002,Stable,9.441531454869692,12.464587201678082,Mid-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
ACR_D.US,ACRES COMMERCIAL REALTY CORP,22.27,22.55,22.27,22.53,0.58,859.0,11200.0,Jun 18,0.58,-0.18,0.56,0.04,1.49,4.31,2.88,1.21,1.67,0.63,22.68,Very Less Liquid,Neutral,0.498,Stable,2.14,Stable,6.756932389247553,9.32375833901174,Mid-Priced,Strong Positive Trend,0,Dormant Small-Cap Stocks
ACSAF.US,ACS ACTIVIDADES DE CONSTRUCCION Y SERVICIOS,145.85,145.85,145.85,145.85,0.0,100.0,14585.0,Jun 18,0.0,0.0,0.0,5.97,-5.29,1.71,21.3,20.2,20.2,20.19,160.45,Very Less Liquid,Outperformer,0.1359999999999999,Stable,16.72,Moderate Growth,4.61512051684126,9.58781744354418,High-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
ACSYF.US,ACCSYS TECHNOLOGIES,0.9,0.9,0.9,0.9,0.0,1000.0,900.0,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,9.76,8.43,8.43,8.43,0.9,Very Less Liquid,Neutral,0.0,Stable,7.01,Stable,6.90875477931522,6.803505257608338,Penny Stock,Moderate Negative Trend,0,Dormant Small-Cap Stocks
ACT.US,ENACT HOLDINGS INC,43.08,43.095,42.1,42.39,-0.59,938000.0,8070000.0,Jun 18,-0.59,0.12,0.86,3.52,-3.75,-1.72,4.87,4.36,6.94,18.18,44.8,Liquid,Outperformer,0.032,Stable,6.526000000000001,Stable,13.751506294085877,15.903664164161862,Mid-Priced,Moderate Positive Trend,4,Active Mid-Cap Stocks
ACTG.US,ACACIA RESEARCH CORP,4.75,4.865,4.73,4.86,3.18,256000.0,1000000.0,Jun 18,3.18,3.4,4.29,3.4,4.74,-2.21,-3.57,30.3,29.9,32.79,5.27,Liquid,Outperformer,3.802000000000001,Moderate Growth,17.442,Moderate Growth,12.45293662970407,13.815511557963774,Low-Priced,Moderate Positive Trend,4,Active Mid-Cap Stocks
ACTU.US,ACTUATE THERAPEUTICS INC,2.11,2.15,1.95,2.07,0.98,101000.0,153000.0,Jun 18,0.98,0.98,4.02,6.7,-14.81,-20.99,-17.86,-70.51,-66.18,-72.36,9.22,Moderate,Crashed,-0.4260000000000001,Stable,-49.580000000000005,Strong Decline,11.52288569676448,11.938199736300923,Low-Priced,Mixed Trend,4,Active Mid-Cap Stocks
ACTX.US,ADVANCED CONTAINER TECHNOLOGIES,0.0001,0.0001,0.0001,0.0001,0.0,15.0,0.0015,Jun 18,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0002,Very Less Liquid,Neutral,0.0,Stable,-10.0,Moderate Decline,2.772588722239781,0.0014988761237358,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ACU.US,ACME UNITED CORP,45.1,45.64,44.0,45.38,2.46,37900.0,921000.0,Jun 18,2.46,0.89,-0.22,2.76,9.09,-1.41,4.78,7.59,12.6,17.87,47.31,Less Liquid,Outperformer,2.996,Moderate Growth,8.286000000000001,Stable,10.542732775946709,13.733216401013184,Mid-Priced,Moderate Positive Trend,4,Active Mid-Cap Stocks
ACV.US,VIRTUS DIVERSIFIED INCOME &,28.44,28.44,28.0101,28.19,0.25,15600.0,327000.0,Jun 18,0.25,0.57,2.88,0.43,7.64,8.55,9.86,9.77,7.23,28.78,29.0418,Less Liquid,Outperformer,2.354,Moderate Growth,12.838,Moderate Growth,9.65509029374725,12.69771850797869,Mid-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
ACVA.US,ACV AUCTIONS INC,6.11,6.595,6.07,6.48,5.54,4440000.0,21800000.0,Jun 18,5.54,2.69,0.47,10.4,7.64,27.1,39.7,-18.28,-19.2,-58.3,16.83,Highly Liquid,Crashed,5.348000000000001,Moderate Growth,-5.795999999999998,Stable,15.306165159633608,16.897420573630875,Mid-Priced,Moderate Positive Trend,4,Active Mid-Cap Stocks
ACVT.US,ADVENT CONVERTIBLE BOND ETF,27.85,27.85,27.84,27.845,-0.39,1210.0,9020.0,Jun 18,-0.39,-0.39,-0.39,-0.75,2.01,2.24,5.26,2.96,4.04,7.84,28.2504,Very Less Liquid,Neutral,0.0179999999999999,Stable,4.468,Stable,7.099201743553092,9.10731047165664,Mid-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
ACVU.US,HARTFORD ALPHA,30.91,31.02,30.91,30.9834,0.88,4890.0,136000.0,Jun 18,0.88,-0.63,1.01,0.97,4.22,7.58,13.8,14.2,13.1,26.34,31.375,Very Less Liquid,Outperformer,1.2899999999999998,Stable,15.004,Moderate Growth,8.495152060539358,11.820417517632333,Mid-Priced,Strong Positive Trend,0,Dormant Small-Cap Stocks
ACWRF.US,ACCELEWARE,0.05795,0.05795,0.05795,0.05795,0.0,7000.0,405.65,Jun 18,0.0,0.0,0.0,5.36,16.4,-10.85,-10.85,-10.85,-10.85,-10.85,0.1,Very Less Liquid,Neutral,4.351999999999999,Moderate Growth,-10.85,Moderate Decline,8.853808274977197,6.007952864612784,Penny Stock,Moderate Negative Trend,0,Dormant Small-Cap Stocks
ACXP.US,ACURX PHARMACEUTICALS INC,1.53,1.61,1.53,1.54,0.0,62800.0,59600.0,Jun 18,0.0,-1.91,-6.67,-12.99,-14.44,-34.75,-70.44,-55.36,-38.15,-89.31,13.7,Moderate,Crashed,-7.202,Moderate Decline,-57.602,Strong Decline,11.047726275896393,10.995427631436174,Low-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
ACYN.US,FIRST TRUST EXCHANGE-TRADED FUND,20.75,20.75,20.63,20.74,0.34,1840000.0,33500000.0,Jun 18,0.34,0.14,0.39,-0.05,-0.38,0.0,2.17,2.95,2.95,2.95,21.87,Highly Liquid,Neutral,0.088,Stable,2.204,Stable,14.425276673063282,17.32705602664604,Mid-Priced,Moderate Positive Trend,4,Active Mid-Cap Stocks
AD.US,ARRAY DIGITAL INFRASTRUCTURE,38.72,39.12,38.4,38.86,-0.38,504000.0,15200000.0,Jun 18,-0.38,-2.31,-3.12,-25.2,-23.19,-21.64,-16.47,-24.53,-27.53,-7.63,60.82,Liquid,Neutral,-10.84,Strong Decline,-19.56,Moderate Decline,13.130333531178522,16.536806051605975,Mid-Priced,Strong Negative Trend,4,Active Mid-Cap Stocks
ADAC.US,AMERICAN DRIVE ACQUISITION CO,10.02,10.03,10.01,10.03,0.1,5150.0,51100.0,Jun 18,0.1,0.1,0.35,0.3,0.91,1.11,1.11,1.83,1.83,1.83,10.73,Very Less Liquid,Neutral,0.352,Stable,1.5420000000000005,Stable,8.546946149565585,10.84155934547194,Mid-Priced,Strong Positive Trend,0,Dormant Small-Cap Stocks
ADAG.US,ADAGENE INC,3.62,4.02,3.565,3.94,11.61,170000.0,533000.0,Jun 18,11.6,8.24,10.1,10.1,16.2,1.29,0.0,115.0,108.0,102.05,4.75,Moderate,High Flyer,11.248,Strong Growth,65.268,Strong Growth,12.04355959836804,13.186278579318827,Low-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
ADAM.US,ADAMAS TRUST INC,9.16,9.259,9.0803,9.13,1.11,1930000.0,5960000.0,Jun 18,1.11,-1.62,0.22,0.33,3.87,14.8,15.7,21.9,25.1,40.06,9.52,Highly Liquid,Outperformer,0.782,Stable,23.512,Moderate Growth,14.47303107901565,15.600581206826751,Mid-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
ADAMG.US,ADAMAS TRUST INC,25.05,25.05,24.9001,25.05,0.04,11500.0,249000.0,Jun 18,0.04,0.56,-1.14,-1.24,-0.67,0.36,2.04,-0.79,-0.12,4.0,25.47,Less Liquid,Neutral,-0.4899999999999999,Stable,1.098,Stable,9.35018926709258,12.425212191503038,Mid-Priced,Mixed Trend,4,Active Mid-Cap Stocks
ADAMH.US,ADAMAS TRUST INC,25.47,25.5599,25.421,25.525,0.49,10300.0,223000.0,Jun 18,0.49,0.77,-1.03,-0.91,-0.55,0.49,1.86,-0.02,-1.33,2.47,25.99,Less Liquid,Neutral,-0.246,Stable,0.6940000000000001,Stable,9.239996256883693,12.314931534737134,Mid-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
ADAMI.US,ADAMAS TRUST INC,25.13,25.204,25.1213,25.1213,-0.31,5450.0,127000.0,Jun 18,-0.31,0.33,-1.29,-1.72,-0.78,-0.39,1.5,0.12,0.2,3.08,25.58,Very Less Liquid,Neutral,-0.7540000000000001,Stable,0.902,Stable,8.603554357064281,11.751950239425476,Mid-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
ADAML.US,ADAMAS TRUST INC,24.33,24.35,24.26,24.2999,0.04,12700.0,116000.0,Jun 18,0.04,-0.33,0.37,0.25,0.41,2.36,3.05,6.58,8.58,14.36,24.44,Less Liquid,Neutral,0.148,Stable,6.986,Stable,9.44943600950432,11.661354090741,Mid-Priced,Strong Positive Trend,0,Dormant Small-Cap Stocks
ADAMM.US,ADAMAS TRUST INC,25.35,25.3786,25.33,25.34,-0.04,10300.0,221000.0,Jun 18,-0.04,0.12,0.12,-0.2,-0.59,0.48,1.73,0.68,2.67,5.23,25.6199,Less Liquid,Neutral,-0.118,Stable,2.1580000000000004,Stable,9.239996256883693,12.30592250537653,Mid-Priced,Moderate Positive Trend,0,Dormant Small-Cap Stocks
ADAMN.US,ADAMAS TRUST INC,23.76,23.97,23.7401,23.94,0.26,12700.0,264000.0,Jun 18,0.26,1.14,0.84,0.97,1.23,4.4,7.38,6.68,10.5,14.7,23.97,Less Liquid,Neutral,0.8879999999999999,Stable,8.732,Stable,9.44943600950432,12.483708170000067,Mid-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
ADAMO.US,ADAMAS TRUST INC,25.0544,25.15,25.0544,25.13,0.12,19500.0,453000.0,Jun 18,0.12,0.68,-0.87,-1.02,-0.32,1.05,1.0,0.28,0.28,0.28,27.4,Less Liquid,Neutral,-0.282,Stable,0.5780000000000001,Stable,9.87822102528824,13.023649611968253,Mid-Priced,Moderate Positive Trend,4,Active Mid-Cap Stocks
ADAMZ.US,ADAMAS TRUST INC,19.21,19.21,19.155,19.175,-0.18,2950.0,50700.0,Jun 18,-0.18,0.74,2.36,4.38,4.55,1.46,-0.44,-0.03,-0.75,6.38,21.72,Very Less Liquid,Neutral,2.37,Moderate Growth,1.324,Stable,7.989899374942939,10.83370091325064,Mid-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
ADAPY.US,ADAPTIMMUNE THERAPEUTICS ADR,0.04,0.04,0.031,0.04,0.0,639000.0,22900.0,Jun 18,0.0,14.3,33.3,42.9,111.0,300.0,122.0,700.0,700.0,700.0,0.0437,Liquid,High Flyer,40.3,Strong Growth,504.4,Strong Growth,13.367661298303677,10.038935856711175,Penny Stock,Strong Positive Trend,3,High Momentum Growth Stocks
ADBE.US,ADOBE INC,193.6,196.78,190.12,195.16,-0.57,15900000.0,1350000000.0,Jun 18,-0.57,-5.43,-10.8,-24.48,-23.66,-21.51,-20.67,-45.15,-44.24,-48.38,392.58,Highly Liquid,Underperformer,-12.988,Strong Decline,-35.99,Strong Decline,16.58182973008354,21.02337043013749,High-Priced,Strong Negative Trend,4,Active Mid-Cap Stocks
ADBKF.US,ADDIKO BANK,31.2,31.2,31.2,31.2,0.0,200.0,6240.0,Jun 18,0.0,3.83,7.4,-2.8,-0.51,-0.51,17.7,17.7,17.7,17.74,32.1,Very Less Liquid,Outperformer,1.584,Stable,14.066,Moderate Growth,5.303304908059076,8.738895704934043,Mid-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
ADBRF.US,ALDEBARAN RESOURCES,2.0,2.01,1.92,1.94,-13.39,900.0,1760.0,Jun 18,-13.39,-12.61,-5.83,-16.74,-5.37,-6.28,16.4,-5.37,-5.37,-5.37,2.44,Very Less Liquid,Neutral,-10.787999999999998,Strong Decline,-1.1980000000000006,Stable,6.803505257608338,7.473637108496206,Low-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
